"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0034637","cellular carbohydrate biosynthetic process","1/657","79/18800",0.940163777387548,0.999223451575719,0.890209260009105,"B3GNT3",1
"BP","GO:0002263","cell activation involved in immune response","6/657","289/18800",0.941176635501565,0.999223451575719,0.890209260009105,"CHGA/ENPP3/RORC/CEACAM1/XBP1/STXBP2",6
"BP","GO:0021954","central nervous system neuron development","1/657","80/18800",0.942263686487296,0.999223451575719,0.890209260009105,"FGFR2",1
"BP","GO:0045814","negative regulation of gene expression, epigenetic","1/657","80/18800",0.942263686487296,0.999223451575719,0.890209260009105,"EZH2",1
"BP","GO:0010632","regulation of epithelial cell migration","6/657","290/18800",0.942376991679672,0.999223451575719,0.890209260009105,"RAB25/FGFBP1/CXCL13/SOX9/TACSTD2/CEACAM1",6
"BP","GO:0051607","defense response to virus","6/657","290/18800",0.942376991679672,0.999223451575719,0.890209260009105,"DMBT1/CXCL10/TRAF3IP2/IFI27/TRIM15/PMAIP1",6
"BP","GO:0032635","interleukin-6 production","3/657","172/18800",0.942409718466412,0.999223451575719,0.890209260009105,"FOXJ1/XBP1/ORM1",3
"BP","GO:0032675","regulation of interleukin-6 production","3/657","172/18800",0.942409718466412,0.999223451575719,0.890209260009105,"FOXJ1/XBP1/ORM1",3
"BP","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","2/657","129/18800",0.942931502698246,0.999223451575719,0.890209260009105,"MAPK15/STX18",2
"BP","GO:0035601","protein deacylation","2/657","129/18800",0.942931502698246,0.999223451575719,0.890209260009105,"NOTUM/RCOR2",2
"BP","GO:0140546","defense response to symbiont","6/657","291/18800",0.943555449352735,0.999223451575719,0.890209260009105,"DMBT1/CXCL10/TRAF3IP2/IFI27/TRIM15/PMAIP1",6
"BP","GO:0045017","glycerolipid biosynthetic process","5/657","253/18800",0.943733661588519,0.999223451575719,0.890209260009105,"MOGAT1/SLC44A4/PLA2G4A/CWH43/CDS1",5
"BP","GO:0007259","receptor signaling pathway via JAK-STAT","3/657","173/18800",0.943886303058801,0.999223451575719,0.890209260009105,"ERBB4/PTK6/OCIAD2",3
"BP","GO:0048659","smooth muscle cell proliferation","3/657","173/18800",0.943886303058801,0.999223451575719,0.890209260009105,"FGFR2/FGF9/HPGD",3
"BP","GO:0055088","lipid homeostasis","3/657","173/18800",0.943886303058801,0.999223451575719,0.890209260009105,"ABCA12/XBP1/MLXIPL",3
"BP","GO:0046474","glycerophospholipid biosynthetic process","4/657","214/18800",0.944078044504951,0.999223451575719,0.890209260009105,"SLC44A4/PLA2G4A/CWH43/CDS1",4
"BP","GO:0006354","DNA-templated transcription, elongation","1/657","81/18800",0.944290009028847,0.999223451575719,0.890209260009105,"EZH2",1
"BP","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","1/657","81/18800",0.944290009028847,0.999223451575719,0.890209260009105,"ONECUT1",1
"BP","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","2/657","130/18800",0.944585100448281,0.999223451575719,0.890209260009105,"ONECUT1/LRG1",2
"BP","GO:0035303","regulation of dephosphorylation","2/657","130/18800",0.944585100448281,0.999223451575719,0.890209260009105,"CDCA2/PPP1R1B",2
"BP","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","5/657","254/18800",0.944960313110175,0.999223451575719,0.890209260009105,"ESR1/EDAR/UBD/TRAF3IP2/MAP3K7",5
"BP","GO:0010634","positive regulation of epithelial cell migration","3/657","174/18800",0.945327707928255,0.999223451575719,0.890209260009105,"RAB25/FGFBP1/SOX9",3
"BP","GO:0070661","leukocyte proliferation","7/657","330/18800",0.945392015742832,0.999223451575719,0.890209260009105,"FOXJ1/ENPP3/IHH/SCGB1A1/ARG2/IDO1/IL5RA",7
"BP","GO:0000018","regulation of DNA recombination","2/657","131/18800",0.946193053866357,0.999223451575719,0.890209260009105,"KPNA2/RBBP8",2
"BP","GO:0006639","acylglycerol metabolic process","2/657","131/18800",0.946193053866357,0.999223451575719,0.890209260009105,"MOGAT1/PLA2G4A",2
"BP","GO:0006956","complement activation","2/657","131/18800",0.946193053866357,0.999223451575719,0.890209260009105,"C4BPA/CFB",2
"BP","GO:0060078","regulation of postsynaptic membrane potential","2/657","131/18800",0.946193053866357,0.999223451575719,0.890209260009105,"GABRG3/RIMS2",2
"BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation","1/657","82/18800",0.946245319893105,0.999223451575719,0.890209260009105,"RORC",1
"BP","GO:1901983","regulation of protein acetylation","1/657","82/18800",0.946245319893105,0.999223451575719,0.890209260009105,"MUC1",1
"BP","GO:0034655","nucleobase-containing compound catabolic process","9/657","405/18800",0.947365457623215,0.999223451575719,0.890209260009105,"PKP3/ENPP3/GDA/SCGB1A1/TRAF3IP2/MYEF2/PDE4D/ENTPD2/ENTPD8",9
"BP","GO:0006612","protein targeting to membrane","2/657","132/18800",0.947756527311184,0.999223451575719,0.890209260009105,"PDZK1/RAB3IP",2
"BP","GO:0006638","neutral lipid metabolic process","2/657","132/18800",0.947756527311184,0.999223451575719,0.890209260009105,"MOGAT1/PLA2G4A",2
"BP","GO:0014910","regulation of smooth muscle cell migration","1/657","83/18800",0.948132103995586,0.999223451575719,0.890209260009105,"FGF9",1
"BP","GO:0030641","regulation of cellular pH","1/657","83/18800",0.948132103995586,0.999223451575719,0.890209260009105,"SLC9A2",1
"BP","GO:0032413","negative regulation of ion transmembrane transporter activity","1/657","83/18800",0.948132103995586,0.999223451575719,0.890209260009105,"KCNRG",1
"BP","GO:0045921","positive regulation of exocytosis","1/657","83/18800",0.948132103995586,0.999223451575719,0.890209260009105,"EXPH5",1
"BP","GO:0048678","response to axon injury","1/657","83/18800",0.948132103995586,0.999223451575719,0.890209260009105,"CDK1",1
"BP","GO:0032103","positive regulation of response to external stimulus","10/657","442/18800",0.948413326279327,0.999223451575719,0.890209260009105,"CXCL17/CXCL13/S100A14/CXCL10/KLK7/IDO1/S100A8/MAP3K7/TRIM15/S100A9",10
"BP","GO:1901293","nucleoside phosphate biosynthetic process","5/657","257/18800",0.948496740969102,0.999223451575719,0.890209260009105,"TYMS/TK1/IDO1/RRM2/ENTPD8",5
"BP","GO:0034101","erythrocyte homeostasis","2/657","133/18800",0.949276659662147,0.999223451575719,0.890209260009105,"HOXB6/MB",2
"BP","GO:0098732","macromolecule deacylation","2/657","133/18800",0.949276659662147,0.999223451575719,0.890209260009105,"NOTUM/RCOR2",2
"BP","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","2/657","133/18800",0.949276659662147,0.999223451575719,0.890209260009105,"ONECUT1/LRG1",2
"BP","GO:0008654","phospholipid biosynthetic process","5/657","258/18800",0.949629029180101,0.999223451575719,0.890209260009105,"SLC44A4/PLA2G4A/CWH43/CDS1/SRD5A3",5
"BP","GO:0010921","regulation of phosphatase activity","1/657","84/18800",0.949952759425136,0.999223451575719,0.890209260009105,"PPP1R1B",1
"BP","GO:0019646","aerobic electron transport chain","1/657","84/18800",0.949952759425136,0.999223451575719,0.890209260009105,"DNAJC15",1
"BP","GO:0051899","membrane depolarization","1/657","84/18800",0.949952759425136,0.999223451575719,0.890209260009105,"PTPN3",1
"BP","GO:0071277","cellular response to calcium ion","1/657","84/18800",0.949952759425136,0.999223451575719,0.890209260009105,"AKR1C3",1
"BP","GO:0097194","execution phase of apoptosis","1/657","84/18800",0.949952759425136,0.999223451575719,0.890209260009105,"TOP2A",1
"BP","GO:0006352","DNA-templated transcription, initiation","2/657","134/18800",0.950754564674979,0.999223451575719,0.890209260009105,"ESR1/HNF1B",2
"BP","GO:0006661","phosphatidylinositol biosynthetic process","2/657","134/18800",0.950754564674979,0.999223451575719,0.890209260009105,"CWH43/CDS1",2
"BP","GO:0014074","response to purine-containing compound","2/657","134/18800",0.950754564674979,0.999223451575719,0.890209260009105,"CACNA1S/EZR",2
"BP","GO:0001936","regulation of endothelial cell proliferation","3/657","178/18800",0.950756168187856,0.999223451575719,0.890209260009105,"FGFBP1/FUT2/LRG1",3
"BP","GO:0006405","RNA export from nucleus","1/657","85/18800",0.951709600473314,0.999223451575719,0.890209260009105,"NUP62CL",1
"BP","GO:0009142","nucleoside triphosphate biosynthetic process","1/657","85/18800",0.951709600473314,0.999223451575719,0.890209260009105,"TYMS",1
"BP","GO:0046889","positive regulation of lipid biosynthetic process","1/657","85/18800",0.951709600473314,0.999223451575719,0.890209260009105,"MLXIPL",1
"BP","GO:0050886","endocrine process","1/657","85/18800",0.951709600473314,0.999223451575719,0.890209260009105,"TRPV6",1
"BP","GO:0071241","cellular response to inorganic substance","4/657","221/18800",0.952689882641695,0.999254628031348,0.89023703514734,"TFAP2A/CDH1/AKR1C3/NQO1",4
"BP","GO:0002833","positive regulation of response to biotic stimulus","3/657","180/18800",0.953278017113467,0.999254628031348,0.89023703514734,"KLK7/MAP3K7/TRIM15",3
"BP","GO:2001257","regulation of cation channel activity","3/657","180/18800",0.953278017113467,0.999254628031348,0.89023703514734,"SHISA9/KCNRG/PDE4D",3
"BP","GO:0002312","B cell activation involved in immune response","1/657","86/18800",0.953404860558221,0.999254628031348,0.89023703514734,"XBP1",1
"BP","GO:0019915","lipid storage","1/657","86/18800",0.953404860558221,0.999254628031348,0.89023703514734,"CDS1",1
"BP","GO:1900542","regulation of purine nucleotide metabolic process","1/657","86/18800",0.953404860558221,0.999254628031348,0.89023703514734,"MLXIPL",1
"BP","GO:0018209","peptidyl-serine modification","7/657","338/18800",0.953410688107329,0.999254628031348,0.89023703514734,"TTK/CDK1/STOX1/DKK1/PDE4D/MLXIPL/PLK1",7
"BP","GO:0019216","regulation of lipid metabolic process","7/657","339/18800",0.954335104105622,0.999973062263903,0.890877088986668,"SOX9/FGF19/RORC/AKR1C3/CEACAM1/DNAJC15/MLXIPL",7
"BP","GO:0001960","negative regulation of cytokine-mediated signaling pathway","1/657","87/18800",0.955040695046478,0.999999763654902,0.890900877284956,"SIGIRR",1
"BP","GO:0009791","post-embryonic development","1/657","87/18800",0.955040695046478,0.999999763654902,0.890900877284956,"FGFR2",1
"BP","GO:0032640","tumor necrosis factor production","3/657","182/18800",0.955678883570865,0.999999763654902,0.890900877284956,"ORM2/ARG2/ORM1",3
"BP","GO:0032680","regulation of tumor necrosis factor production","3/657","182/18800",0.955678883570865,0.999999763654902,0.890900877284956,"ORM2/ARG2/ORM1",3
"BP","GO:0002705","positive regulation of leukocyte mediated immunity","2/657","138/18800",0.956265327546504,0.999999763654902,0.890900877284956,"AZGP1/MAP3K7",2
"BP","GO:0006140","regulation of nucleotide metabolic process","1/657","88/18800",0.956619183976872,0.999999763654902,0.890900877284956,"MLXIPL",1
"BP","GO:0045766","positive regulation of angiogenesis","3/657","183/18800",0.956835587323033,0.999999763654902,0.890900877284956,"S100A1/LRG1/XBP1",3
"BP","GO:0099504","synaptic vesicle cycle","3/657","183/18800",0.956835587323033,0.999999763654902,0.890900877284956,"CPLX3/RIMS2/SYN2",3
"BP","GO:1904018","positive regulation of vasculature development","3/657","183/18800",0.956835587323033,0.999999763654902,0.890900877284956,"S100A1/LRG1/XBP1",3
"BP","GO:0032409","regulation of transporter activity","6/657","305/18800",0.957932546983703,0.999999763654902,0.890900877284956,"WNK2/SHISA9/PTPN3/KCNRG/PDZK1/PDE4D",6
"BP","GO:0097696","receptor signaling pathway via STAT","3/657","184/18800",0.957963989279226,0.999999763654902,0.890900877284956,"ERBB4/PTK6/OCIAD2",3
"BP","GO:0051591","response to cAMP","1/657","89/18800",0.958142334689099,0.999999763654902,0.890900877284956,"EZR",1
"BP","GO:0034341","response to interferon-gamma","2/657","140/18800",0.958794517646256,0.999999763654902,0.890900877284956,"CCL20/UBD",2
"BP","GO:0042157","lipoprotein metabolic process","2/657","140/18800",0.958794517646256,0.999999763654902,0.890900877284956,"NOTUM/CWH43",2
"BP","GO:0014909","smooth muscle cell migration","1/657","91/18800",0.961030302456842,0.999999763654902,0.890900877284956,"FGF9",1
"BP","GO:0042147","retrograde transport, endosome to Golgi","1/657","91/18800",0.961030302456842,0.999999763654902,0.890900877284956,"BAIAP3",1
"BP","GO:1901019","regulation of calcium ion transmembrane transporter activity","1/657","91/18800",0.961030302456842,0.999999763654902,0.890900877284956,"PDE4D",1
"BP","GO:0046578","regulation of Ras protein signal transduction","3/657","187/18800",0.961185570603761,0.999999763654902,0.890900877284956,"EPS8L1/FOXM1/F11R",3
"BP","GO:0071478","cellular response to radiation","3/657","187/18800",0.961185570603761,0.999999763654902,0.890900877284956,"PBK/RP1/CRIP1",3
"BP","GO:0071706","tumor necrosis factor superfamily cytokine production","3/657","187/18800",0.961185570603761,0.999999763654902,0.890900877284956,"ORM2/ARG2/ORM1",3
"BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","3/657","187/18800",0.961185570603761,0.999999763654902,0.890900877284956,"ORM2/ARG2/ORM1",3
"BP","GO:0006650","glycerophospholipid metabolic process","6/657","309/18800",0.961382007926827,0.999999763654902,0.890900877284956,"SERINC2/SLC44A4/PLA2G4A/CWH43/PLCB1/CDS1",6
"BP","GO:0007033","vacuole organization","3/657","188/18800",0.962206895911027,0.999999763654902,0.890900877284956,"ATG9B/HOOK1/ATP10B",3
"BP","GO:0060761","negative regulation of response to cytokine stimulus","1/657","92/18800",0.962398793091609,0.999999763654902,0.890900877284956,"SIGIRR",1
"BP","GO:0045333","cellular respiration","4/657","231/18800",0.962890624791797,0.999999763654902,0.890900877284956,"CDK1/CCNB1/DNAJC15/MLXIPL",4
"BP","GO:0051592","response to calcium ion","2/657","144/18800",0.963438912290411,0.999999763654902,0.890900877284956,"AKR1C3/TRPV6",2
"BP","GO:0006644","phospholipid metabolic process","8/657","388/18800",0.963691541831589,0.999999763654902,0.890900877284956,"SMPDL3B/SERINC2/SLC44A4/PLA2G4A/CWH43/PLCB1/CDS1/SRD5A3",8
"BP","GO:0030516","regulation of axon extension","1/657","93/18800",0.963719297311131,0.999999763654902,0.890900877284956,"SEMA3E",1
"BP","GO:0006402","mRNA catabolic process","4/657","233/18800",0.964668847887063,0.999999763654902,0.890900877284956,"PKP3/SCGB1A1/TRAF3IP2/MYEF2",4
"BP","GO:0002042","cell migration involved in sprouting angiogenesis","1/657","94/18800",0.964993495294056,0.999999763654902,0.890900877284956,"FGFBP1",1
"BP","GO:0050821","protein stabilization","3/657","191/18800",0.965121386621956,0.999999763654902,0.890900877284956,"MSX1/TSPAN1/SOX17",3
"BP","GO:0003073","regulation of systemic arterial blood pressure","1/657","95/18800",0.966223008476554,0.999999763654902,0.890900877284956,"PDE4D",1
"BP","GO:0043502","regulation of muscle adaptation","1/657","95/18800",0.966223008476554,0.999999763654902,0.890900877284956,"TNNT1",1
"BP","GO:0060079","excitatory postsynaptic potential","1/657","95/18800",0.966223008476554,0.999999763654902,0.890900877284956,"RIMS2",1
"BP","GO:0003300","cardiac muscle hypertrophy","1/657","96/18800",0.967409401603039,0.999999763654902,0.890900877284956,"EZH2",1
"BP","GO:0006497","protein lipidation","1/657","96/18800",0.967409401603039,0.999999763654902,0.890900877284956,"CWH43",1
"BP","GO:0001935","endothelial cell proliferation","3/657","194/18800",0.967823267824333,0.999999763654902,0.890900877284956,"FGFBP1/FUT2/LRG1",3
"BP","GO:0002532","production of molecular mediator involved in inflammatory response","1/657","97/18800",0.968554184705413,0.999999763654902,0.890900877284956,"EZH2",1
"BP","GO:0010596","negative regulation of endothelial cell migration","1/657","97/18800",0.968554184705413,0.999999763654902,0.890900877284956,"CXCL13",1
"BP","GO:0032755","positive regulation of interleukin-6 production","1/657","97/18800",0.968554184705413,0.999999763654902,0.890900877284956,"XBP1",1
"BP","GO:0044264","cellular polysaccharide metabolic process","1/657","97/18800",0.968554184705413,0.999999763654902,0.890900877284956,"B3GNT3",1
"BP","GO:0043393","regulation of protein binding","3/657","196/18800",0.969513469619887,0.999999763654902,0.890900877284956,"SLPI/DKK1/PLK1",3
"BP","GO:0002718","regulation of cytokine production involved in immune response","1/657","98/18800",0.969658815013307,0.999999763654902,0.890900877284956,"MAP3K7",1
"BP","GO:0016575","histone deacetylation","1/657","98/18800",0.969658815013307,0.999999763654902,0.890900877284956,"RCOR2",1
"BP","GO:0032479","regulation of type I interferon production","1/657","98/18800",0.969658815013307,0.999999763654902,0.890900877284956,"TRIM15",1
"BP","GO:0032606","type I interferon production","1/657","98/18800",0.969658815013307,0.999999763654902,0.890900877284956,"TRIM15",1
"BP","GO:0042632","cholesterol homeostasis","1/657","98/18800",0.969658815013307,0.999999763654902,0.890900877284956,"XBP1",1
"BP","GO:0060291","long-term synaptic potentiation","1/657","98/18800",0.969658815013307,0.999999763654902,0.890900877284956,"LRRTM1",1
"BP","GO:1904063","negative regulation of cation transmembrane transport","1/657","98/18800",0.969658815013307,0.999999763654902,0.890900877284956,"KCNRG",1
"BP","GO:0099003","vesicle-mediated transport in synapse","3/657","197/18800",0.970326775540238,0.999999763654902,0.890900877284956,"CPLX3/RIMS2/SYN2",3
"BP","GO:0014897","striated muscle hypertrophy","1/657","99/18800",0.970724698797729,0.999999763654902,0.890900877284956,"EZH2",1
"BP","GO:0055092","sterol homeostasis","1/657","99/18800",0.970724698797729,0.999999763654902,0.890900877284956,"XBP1",1
"BP","GO:1902105","regulation of leukocyte differentiation","5/657","283/18800",0.971517671700965,0.999999763654902,0.890900877284956,"FOXJ1/IHH/CEACAM1/SPINK5/XBP1",5
"BP","GO:0002367","cytokine production involved in immune response","1/657","100/18800",0.971753193150432,0.999999763654902,0.890900877284956,"MAP3K7",1
"BP","GO:0006626","protein targeting to mitochondrion","1/657","101/18800",0.972745607701243,0.999999763654902,0.890900877284956,"DNAJC15",1
"BP","GO:0014896","muscle hypertrophy","1/657","101/18800",0.972745607701243,0.999999763654902,0.890900877284956,"EZH2",1
"BP","GO:0042158","lipoprotein biosynthetic process","1/657","101/18800",0.972745607701243,0.999999763654902,0.890900877284956,"CWH43",1
"BP","GO:0099565","chemical synaptic transmission, postsynaptic","1/657","101/18800",0.972745607701243,0.999999763654902,0.890900877284956,"RIMS2",1
"BP","GO:0002285","lymphocyte activation involved in immune response","3/657","201/18800",0.973379286224119,0.999999763654902,0.890900877284956,"RORC/CEACAM1/XBP1",3
"BP","GO:0006910","phagocytosis, recognition","1/657","102/18800",0.973703206275513,0.999999763654902,0.890900877284956,"C4BPA",1
"BP","GO:0043255","regulation of carbohydrate biosynthetic process","1/657","102/18800",0.973703206275513,0.999999763654902,0.890900877284956,"ADCYAP1R1",1
"BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","6/657","328/18800",0.974506674076384,0.999999763654902,0.890900877284956,"PIGR/KCNN4/CEACAM1/PDE4D/EZR/MAP3K7",6
"BP","GO:0016579","protein deubiquitination","2/657","156/18800",0.974545974882315,0.999999763654902,0.890900877284956,"USP43/CDK1",2
"BP","GO:0006641","triglyceride metabolic process","1/657","103/18800",0.974627208493771,0.999999763654902,0.890900877284956,"MOGAT1",1
"BP","GO:0007249","I-kappaB kinase/NF-kappaB signaling","5/657","288/18800",0.974666463300366,0.999999763654902,0.890900877284956,"ESR1/EDAR/UBD/TRAF3IP2/MAP3K7",5
"BP","GO:0031349","positive regulation of defense response","5/657","289/18800",0.975256072944712,0.999999763654902,0.890900877284956,"KLK7/IDO1/S100A8/MAP3K7/S100A9",5
"BP","GO:1902107","positive regulation of leukocyte differentiation","2/657","157/18800",0.97530787181035,0.999999763654902,0.890900877284956,"IHH/XBP1",2
"BP","GO:1903708","positive regulation of hemopoiesis","2/657","157/18800",0.97530787181035,0.999999763654902,0.890900877284956,"IHH/XBP1",2
"BP","GO:0034766","negative regulation of ion transmembrane transport","1/657","104/18800",0.975518791315593,0.999999763654902,0.890900877284956,"KCNRG",1
"BP","GO:0043414","macromolecule methylation","6/657","331/18800",0.976155526186306,0.999999763654902,0.890900877284956,"GRHL2/FAM47E/DYDC1/DYDC2/MECOM/EZH2",6
"BP","GO:0034612","response to tumor necrosis factor","4/657","249/18800",0.976289612003065,0.999999763654902,0.890900877284956,"CCL20/UBD/KRT18/TRAF3IP2",4
"BP","GO:1903706","regulation of hemopoiesis","7/657","371/18800",0.97645343434037,0.999999763654902,0.890900877284956,"FOXJ1/HOXB8/IHH/CEACAM1/HOXA9/SPINK5/XBP1",7
"BP","GO:0050657","nucleic acid transport","2/657","159/18800",0.976766105626979,0.999999763654902,0.890900877284956,"NUP62CL/IGF2BP3",2
"BP","GO:0050658","RNA transport","2/657","159/18800",0.976766105626979,0.999999763654902,0.890900877284956,"NUP62CL/IGF2BP3",2
"BP","GO:0032006","regulation of TOR signaling","1/657","106/18800",0.977209202191681,0.999999763654902,0.890900877284956,"FAM83D",1
"BP","GO:0032410","negative regulation of transporter activity","1/657","106/18800",0.977209202191681,0.999999763654902,0.890900877284956,"KCNRG",1
"BP","GO:0042116","macrophage activation","1/657","106/18800",0.977209202191681,0.999999763654902,0.890900877284956,"PLA2G4A",1
"BP","GO:0051341","regulation of oxidoreductase activity","1/657","106/18800",0.977209202191681,0.999999763654902,0.890900877284956,"S100A1",1
"BP","GO:0000045","autophagosome assembly","1/657","107/18800",0.97801018401259,0.999999763654902,0.890900877284956,"ATG9B",1
"BP","GO:0019882","antigen processing and presentation","1/657","107/18800",0.97801018401259,0.999999763654902,0.890900877284956,"AZGP1",1
"BP","GO:0033138","positive regulation of peptidyl-serine phosphorylation","1/657","107/18800",0.97801018401259,0.999999763654902,0.890900877284956,"STOX1",1
"BP","GO:0048193","Golgi vesicle transport","5/657","294/18800",0.978017281881391,0.999999763654902,0.890900877284956,"STXBP6/MAPK15/KIF13A/STX18/KRT18",5
"BP","GO:0030100","regulation of endocytosis","3/657","208/18800",0.978017641366297,0.999999763654902,0.890900877284956,"PROM2/LRRTM1/DKK1",3
"BP","GO:0045637","regulation of myeloid cell differentiation","3/657","208/18800",0.978017641366297,0.999999763654902,0.890900877284956,"HOXB8/CEACAM1/HOXA9",3
"BP","GO:0042113","B cell activation","6/657","336/18800",0.978686020061861,0.999999763654902,0.890900877284956,"ONECUT1/FOXJ1/TPD52/TRAF3IP2/EZH2/XBP1",6
"BP","GO:0005976","polysaccharide metabolic process","1/657","108/18800",0.978783056697751,0.999999763654902,0.890900877284956,"B3GNT3",1
"BP","GO:0006958","complement activation, classical pathway","1/657","108/18800",0.978783056697751,0.999999763654902,0.890900877284956,"C4BPA",1
"BP","GO:0051236","establishment of RNA localization","2/657","162/18800",0.978798445396683,0.999999763654902,0.890900877284956,"NUP62CL/IGF2BP3",2
"BP","GO:0032259","methylation","7/657","376/18800",0.978842417116694,0.999999763654902,0.890900877284956,"GRHL2/FAM47E/DYDC1/DYDC2/TYMS/MECOM/EZH2",7
"BP","GO:0046651","lymphocyte proliferation","5/657","296/18800",0.979039051871974,0.999999763654902,0.890900877284956,"FOXJ1/IHH/SCGB1A1/ARG2/IDO1",5
"BP","GO:0006457","protein folding","3/657","212/18800",0.980311616259621,0.999999763654902,0.890900877284956,"ZMYND10/CLGN/DNAJB13",3
"BP","GO:1905037","autophagosome organization","1/657","111/18800",0.980942698745126,0.999999763654902,0.890900877284956,"ATG9B",1
"BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","5/657","300/18800",0.98095084489984,0.999999763654902,0.890900877284956,"KCNN4/CEACAM1/PDE4D/EZR/MAP3K7",5
"BP","GO:0002757","immune response-activating signal transduction","5/657","300/18800",0.98095084489984,0.999999763654902,0.890900877284956,"KCNN4/CEACAM1/PDE4D/EZR/MAP3K7",5
"BP","GO:0032943","mononuclear cell proliferation","5/657","300/18800",0.98095084489984,0.999999763654902,0.890900877284956,"FOXJ1/IHH/SCGB1A1/ARG2/IDO1",5
"BP","GO:0016311","dephosphorylation","8/657","422/18800",0.981754546760399,0.999999763654902,0.890900877284956,"EYA2/EYA1/DUSP4/PTPN3/SGPP2/CDCA2/CDC25C/PPP1R1B",8
"BP","GO:0016573","histone acetylation","2/657","167/18800",0.981809120657498,0.999999763654902,0.890900877284956,"MUC1/MAP3K7",2
"BP","GO:0006473","protein acetylation","3/657","216/18800",0.982376219180163,0.999999763654902,0.890900877284956,"MUC1/MAP3K7/ESCO2",3
"BP","GO:0016064","immunoglobulin mediated immune response","3/657","216/18800",0.982376219180163,0.999999763654902,0.890900877284956,"FOXJ1/TRAF3IP2/C4BPA",3
"BP","GO:0002253","activation of immune response","7/657","386/18800",0.982963005494606,0.999999763654902,0.890900877284956,"KCNN4/CEACAM1/PDE4D/C4BPA/CFB/EZR/MAP3K7",7
"BP","GO:0015931","nucleobase-containing compound transport","3/657","218/18800",0.983329318652991,0.999999763654902,0.890900877284956,"SLC29A2/NUP62CL/IGF2BP3",3
"BP","GO:0016236","macroautophagy","5/657","306/18800",0.983514679338839,0.999999763654902,0.890900877284956,"ATP6V1B1/CHMP4C/ATG9B/ATP6V1C2/MAP3K7",5
"BP","GO:0019724","B cell mediated immunity","3/657","219/18800",0.983787189299488,0.999999763654902,0.890900877284956,"FOXJ1/TRAF3IP2/C4BPA",3
"BP","GO:0051099","positive regulation of binding","2/657","171/18800",0.983915035560261,0.999999763654902,0.890900877284956,"CDT1/PAX6",2
"BP","GO:0031330","negative regulation of cellular catabolic process","4/657","265/18800",0.984245598841976,0.999999763654902,0.890900877284956,"PKP3/PTPN3/PBK/TRAF3IP2",4
"BP","GO:0002761","regulation of myeloid leukocyte differentiation","1/657","117/18800",0.984625687491327,0.999999763654902,0.890900877284956,"CEACAM1",1
"BP","GO:0018393","internal peptidyl-lysine acetylation","2/657","173/18800",0.984877216804326,0.999999763654902,0.890900877284956,"MUC1/MAP3K7",2
"BP","GO:0072594","establishment of protein localization to organelle","8/657","431/18800",0.984894264858655,0.999999763654902,0.890900877284956,"ZIC1/NUP62CL/CDH1/CDK1/TRAF3IP2/DNAJC15/KPNA2/FGF9",8
"BP","GO:0009615","response to virus","7/657","392/18800",0.98506401467551,0.999999763654902,0.890900877284956,"DMBT1/CXCL10/TRAF3IP2/IFI27/MST1R/TRIM15/PMAIP1",7
"BP","GO:0006476","protein deacetylation","1/657","118/18800",0.985166335316527,0.999999763654902,0.890900877284956,"RCOR2",1
"BP","GO:0071346","cellular response to interferon-gamma","1/657","118/18800",0.985166335316527,0.999999763654902,0.890900877284956,"CCL20",1
"BP","GO:0070646","protein modification by small protein removal","2/657","174/18800",0.985337094814513,0.999999763654902,0.890900877284956,"USP43/CDK1",2
"BP","GO:0002440","production of molecular mediator of immune response","5/657","312/18800",0.985751663708984,0.999999763654902,0.890900877284956,"KLK7/TRAF3IP2/SPINK5/XBP1/MAP3K7",5
"BP","GO:0006475","internal protein amino acid acetylation","2/657","175/18800",0.985783365576393,0.999999763654902,0.890900877284956,"MUC1/MAP3K7",2
"BP","GO:0043534","blood vessel endothelial cell migration","2/657","175/18800",0.985783365576393,0.999999763654902,0.890900877284956,"FGFBP1/AMOT",2
"BP","GO:0072655","establishment of protein localization to mitochondrion","1/657","120/18800",0.986191343656786,0.999999763654902,0.890900877284956,"DNAJC15",1
"BP","GO:0031056","regulation of histone modification","2/657","176/18800",0.986216416561019,0.999999763654902,0.890900877284956,"FAM47E/MUC1",2
"BP","GO:1902905","positive regulation of supramolecular fiber organization","2/657","176/18800",0.986216416561019,0.999999763654902,0.890900877284956,"OCLN/BAIAP2L1",2
"BP","GO:0046486","glycerolipid metabolic process","7/657","396/18800",0.986327821749677,0.999999763654902,0.890900877284956,"SERINC2/MOGAT1/SLC44A4/PLA2G4A/CWH43/PLCB1/CDS1",7
"BP","GO:0001819","positive regulation of cytokine production","9/657","475/18800",0.986417210465778,0.999999763654902,0.890900877284956,"CXCL17/ORM2/IDO1/PLCB1/PDE4D/XBP1/MAP3K7/ORM1/TRIM15",9
